interaction,ligand,receptor,type,classification,source
SLC1A6_GLS2->-GRIK3_GRIK5,SLC1A6_GLS2,GRIK3_GRIK5,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A6_GLS2->-GRIN1_GRIN2A,SLC1A6_GLS2,GRIN1_GRIN2A,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A6_GLS2->-GRIN1_GRIN2B,SLC1A6_GLS2,GRIN1_GRIN2B,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A6_GLS2->-GRIN1_GRIN2C,SLC1A6_GLS2,GRIN1_GRIN2C,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A6_GLS2->-GRIN1_GRIN2D,SLC1A6_GLS2,GRIN1_GRIN2D,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A6_GLS2->-GRM1,SLC1A6_GLS2,GRM1,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A6_GLS2->-GRM2,SLC1A6_GLS2,GRM2,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A6_GLS2->-GRM3,SLC1A6_GLS2,GRM3,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A6_GLS2->-GRM4,SLC1A6_GLS2,GRM4,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A6_GLS2->-GRM5,SLC1A6_GLS2,GRM5,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A6_GLS2->-GRM6,SLC1A6_GLS2,GRM6,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A6_GLS2->-GRM7,SLC1A6_GLS2,GRM7,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A6_GLS2->-GRM8,SLC1A6_GLS2,GRM8,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS->-GRIA1,SLC1A7_GLS,GRIA1,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS->-GRIA2,SLC1A7_GLS,GRIA2,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS->-GRIA3,SLC1A7_GLS,GRIA3,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS->-GRIA4,SLC1A7_GLS,GRIA4,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS->-GRIK1,SLC1A7_GLS,GRIK1,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS->-GRIK1_GRIK4,SLC1A7_GLS,GRIK1_GRIK4,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS->-GRIK1_GRIK5,SLC1A7_GLS,GRIK1_GRIK5,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS->-GRIK2,SLC1A7_GLS,GRIK2,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS->-GRIK2_GRIK4,SLC1A7_GLS,GRIK2_GRIK4,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS->-GRIK2_GRIK5,SLC1A7_GLS,GRIK2_GRIK5,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS->-GRIK3,SLC1A7_GLS,GRIK3,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS->-GRIK3_GRIK4,SLC1A7_GLS,GRIK3_GRIK4,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS->-GRIK3_GRIK5,SLC1A7_GLS,GRIK3_GRIK5,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS->-GRIN1_GRIN2A,SLC1A7_GLS,GRIN1_GRIN2A,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS->-GRIN1_GRIN2B,SLC1A7_GLS,GRIN1_GRIN2B,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS->-GRIN1_GRIN2C,SLC1A7_GLS,GRIN1_GRIN2C,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS->-GRIN1_GRIN2D,SLC1A7_GLS,GRIN1_GRIN2D,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS->-GRM1,SLC1A7_GLS,GRM1,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS->-GRM2,SLC1A7_GLS,GRM2,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS->-GRM3,SLC1A7_GLS,GRM3,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS->-GRM4,SLC1A7_GLS,GRM4,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS->-GRM5,SLC1A7_GLS,GRM5,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS->-GRM6,SLC1A7_GLS,GRM6,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS->-GRM7,SLC1A7_GLS,GRM7,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS->-GRM8,SLC1A7_GLS,GRM8,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS2->-GRIA1,SLC1A7_GLS2,GRIA1,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS2->-GRIA2,SLC1A7_GLS2,GRIA2,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS2->-GRIA3,SLC1A7_GLS2,GRIA3,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS2->-GRIA4,SLC1A7_GLS2,GRIA4,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS2->-GRIK1,SLC1A7_GLS2,GRIK1,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS2->-GRIK1_GRIK4,SLC1A7_GLS2,GRIK1_GRIK4,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS2->-GRIK1_GRIK5,SLC1A7_GLS2,GRIK1_GRIK5,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS2->-GRIK2,SLC1A7_GLS2,GRIK2,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS2->-GRIK2_GRIK4,SLC1A7_GLS2,GRIK2_GRIK4,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS2->-GRIK2_GRIK5,SLC1A7_GLS2,GRIK2_GRIK5,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS2->-GRIK3,SLC1A7_GLS2,GRIK3,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS2->-GRIK3_GRIK4,SLC1A7_GLS2,GRIK3_GRIK4,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS2->-GRIK3_GRIK5,SLC1A7_GLS2,GRIK3_GRIK5,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS2->-GRIN1_GRIN2A,SLC1A7_GLS2,GRIN1_GRIN2A,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS2->-GRIN1_GRIN2B,SLC1A7_GLS2,GRIN1_GRIN2B,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS2->-GRIN1_GRIN2C,SLC1A7_GLS2,GRIN1_GRIN2C,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS2->-GRIN1_GRIN2D,SLC1A7_GLS2,GRIN1_GRIN2D,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS2->-GRM1,SLC1A7_GLS2,GRM1,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS2->-GRM2,SLC1A7_GLS2,GRM2,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS2->-GRM3,SLC1A7_GLS2,GRM3,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS2->-GRM4,SLC1A7_GLS2,GRM4,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS2->-GRM5,SLC1A7_GLS2,GRM5,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS2->-GRM6,SLC1A7_GLS2,GRM6,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS2->-GRM7,SLC1A7_GLS2,GRM7,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC1A7_GLS2->-GRM8,SLC1A7_GLS2,GRM8,diffusion,Signaling by Glutamate,CellPhoneDB-v5
SLC29A1_NT5E->-ADORA1,SLC29A1_NT5E,ADORA1,diffusion,Signaling by Adenosine,CellPhoneDB-v5
SLC29A1_NT5E->-ADORA2A,SLC29A1_NT5E,ADORA2A,diffusion,Signaling by Adenosine,CellPhoneDB-v5
SLC29A1_NT5E->-ADORA2B,SLC29A1_NT5E,ADORA2B,diffusion,Signaling by Adenosine,CellPhoneDB-v5
SLC29A1_NT5E->-ADORA3,SLC29A1_NT5E,ADORA3,diffusion,Signaling by Adenosine,CellPhoneDB-v5
SLC29A2_NT5E->-ADORA1,SLC29A2_NT5E,ADORA1,diffusion,Signaling by Adenosine,CellPhoneDB-v5
SLC29A2_NT5E->-ADORA2A,SLC29A2_NT5E,ADORA2A,diffusion,Signaling by Adenosine,CellPhoneDB-v5
SLC29A2_NT5E->-ADORA2B,SLC29A2_NT5E,ADORA2B,diffusion,Signaling by Adenosine,CellPhoneDB-v5
SLC29A2_NT5E->-ADORA3,SLC29A2_NT5E,ADORA3,diffusion,Signaling by Adenosine,CellPhoneDB-v5
SLC29A3_NT5E->-ADORA1,SLC29A3_NT5E,ADORA1,diffusion,Signaling by Adenosine,CellPhoneDB-v5
SLC29A3_NT5E->-ADORA2A,SLC29A3_NT5E,ADORA2A,diffusion,Signaling by Adenosine,CellPhoneDB-v5
SLC29A3_NT5E->-ADORA2B,SLC29A3_NT5E,ADORA2B,diffusion,Signaling by Adenosine,CellPhoneDB-v5
SLC29A3_NT5E->-ADORA3,SLC29A3_NT5E,ADORA3,diffusion,Signaling by Adenosine,CellPhoneDB-v5
SLC29A4_NT5E->-ADORA1,SLC29A4_NT5E,ADORA1,diffusion,Signaling by Adenosine,CellPhoneDB-v5
SLC29A4_NT5E->-ADORA2A,SLC29A4_NT5E,ADORA2A,diffusion,Signaling by Adenosine,CellPhoneDB-v5
SLC29A4_NT5E->-ADORA2B,SLC29A4_NT5E,ADORA2B,diffusion,Signaling by Adenosine,CellPhoneDB-v5
SLC29A4_NT5E->-ADORA3,SLC29A4_NT5E,ADORA3,diffusion,Signaling by Adenosine,CellPhoneDB-v5
SLC32A1_GAD1->-GABBR1,SLC32A1_GAD1,GABBR1,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD1->-GABBR2,SLC32A1_GAD1,GABBR2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD1->-GABRA1_GABRB2,SLC32A1_GAD1,GABRA1_GABRB2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD1->-GABRA1_GABRB2_GABRD,SLC32A1_GAD1,GABRA1_GABRB2_GABRD,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD1->-GABRA1_GABRB2_GABRG2,SLC32A1_GAD1,GABRA1_GABRB2_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD1->-GABRA1_GABRB3,SLC32A1_GAD1,GABRA1_GABRB3,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD1->-GABRA1_GABRB3_GABRG2,SLC32A1_GAD1,GABRA1_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD1->-GABRA2_GABRB3_GABRG2,SLC32A1_GAD1,GABRA2_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD1->-GABRA3_GABRB3_GABRE,SLC32A1_GAD1,GABRA3_GABRB3_GABRE,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD1->-GABRA3_GABRB3_GABRG2,SLC32A1_GAD1,GABRA3_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD1->-GABRA3_GABRB3_GABRQ,SLC32A1_GAD1,GABRA3_GABRB3_GABRQ,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD1->-GABRA4_GABRB2_GABRD,SLC32A1_GAD1,GABRA4_GABRB2_GABRD,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD1->-GABRA4_GABRB3_GABRD,SLC32A1_GAD1,GABRA4_GABRB3_GABRD,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD1->-GABRA4_GABRB3_GABRG2,SLC32A1_GAD1,GABRA4_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD1->-GABRA5_GABRB3_GABRG2,SLC32A1_GAD1,GABRA5_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD1->-GABRA6_GABRB3_GABRD,SLC32A1_GAD1,GABRA6_GABRB3_GABRD,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD1->-GABRA6_GABRB3_GABRG2,SLC32A1_GAD1,GABRA6_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD2->-GABBR1,SLC32A1_GAD2,GABBR1,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD2->-GABBR2,SLC32A1_GAD2,GABBR2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD2->-GABRA1_GABRB2,SLC32A1_GAD2,GABRA1_GABRB2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD2->-GABRA1_GABRB2_GABRD,SLC32A1_GAD2,GABRA1_GABRB2_GABRD,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD2->-GABRA1_GABRB2_GABRG2,SLC32A1_GAD2,GABRA1_GABRB2_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD2->-GABRA1_GABRB3,SLC32A1_GAD2,GABRA1_GABRB3,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD2->-GABRA1_GABRB3_GABRG2,SLC32A1_GAD2,GABRA1_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD2->-GABRA2_GABRB3_GABRG2,SLC32A1_GAD2,GABRA2_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD2->-GABRA3_GABRB3_GABRE,SLC32A1_GAD2,GABRA3_GABRB3_GABRE,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD2->-GABRA3_GABRB3_GABRG2,SLC32A1_GAD2,GABRA3_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD2->-GABRA3_GABRB3_GABRQ,SLC32A1_GAD2,GABRA3_GABRB3_GABRQ,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD2->-GABRA4_GABRB2_GABRD,SLC32A1_GAD2,GABRA4_GABRB2_GABRD,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD2->-GABRA4_GABRB3_GABRD,SLC32A1_GAD2,GABRA4_GABRB3_GABRD,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD2->-GABRA4_GABRB3_GABRG2,SLC32A1_GAD2,GABRA4_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD2->-GABRA5_GABRB3_GABRG2,SLC32A1_GAD2,GABRA5_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD2->-GABRA6_GABRB3_GABRD,SLC32A1_GAD2,GABRA6_GABRB3_GABRD,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC32A1_GAD2->-GABRA6_GABRB3_GABRG2,SLC32A1_GAD2,GABRA6_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC5A7_CHAT->-CHRM1,SLC5A7_CHAT,CHRM1,diffusion,Signaling by Choline acetyltransferase,CellPhoneDB-v5
SLC5A7_CHAT->-CHRM2,SLC5A7_CHAT,CHRM2,diffusion,Signaling by Choline acetyltransferase,CellPhoneDB-v5
SLC5A7_CHAT->-CHRM3,SLC5A7_CHAT,CHRM3,diffusion,Signaling by Choline acetyltransferase,CellPhoneDB-v5
SLC5A7_CHAT->-CHRM4,SLC5A7_CHAT,CHRM4,diffusion,Signaling by Choline acetyltransferase,CellPhoneDB-v5
SLC5A7_CHAT->-CHRM5,SLC5A7_CHAT,CHRM5,diffusion,Signaling by Choline acetyltransferase,CellPhoneDB-v5
SLC5A7_CHAT->-CHRNA1_CHRNB1_CHRND_CHRNE,SLC5A7_CHAT,CHRNA1_CHRNB1_CHRND_CHRNE,diffusion,Signaling by Choline acetyltransferase,CellPhoneDB-v5
SLC5A7_CHAT->-CHRNA1_CHRNB1_CHRND_CHRNG,SLC5A7_CHAT,CHRNA1_CHRNB1_CHRND_CHRNG,diffusion,Signaling by Choline acetyltransferase,CellPhoneDB-v5
SLC5A7_CHAT->-CHRNA3_CHRNB4,SLC5A7_CHAT,CHRNA3_CHRNB4,diffusion,Signaling by Choline acetyltransferase,CellPhoneDB-v5
SLC5A7_CHAT->-CHRNA4_CHRNB2,SLC5A7_CHAT,CHRNA4_CHRNB2,diffusion,Signaling by Choline acetyltransferase,CellPhoneDB-v5
SLC5A7_CHAT->-CHRNA7,SLC5A7_CHAT,CHRNA7,diffusion,Signaling by Choline acetyltransferase,CellPhoneDB-v5
SLC6A11_GAD1->-GABBR1,SLC6A11_GAD1,GABBR1,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD1->-GABBR2,SLC6A11_GAD1,GABBR2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD1->-GABRA1_GABRB2,SLC6A11_GAD1,GABRA1_GABRB2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD1->-GABRA1_GABRB2_GABRD,SLC6A11_GAD1,GABRA1_GABRB2_GABRD,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD1->-GABRA1_GABRB2_GABRG2,SLC6A11_GAD1,GABRA1_GABRB2_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD1->-GABRA1_GABRB3,SLC6A11_GAD1,GABRA1_GABRB3,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD1->-GABRA1_GABRB3_GABRG2,SLC6A11_GAD1,GABRA1_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD1->-GABRA2_GABRB3_GABRG2,SLC6A11_GAD1,GABRA2_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD1->-GABRA3_GABRB3_GABRE,SLC6A11_GAD1,GABRA3_GABRB3_GABRE,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD1->-GABRA3_GABRB3_GABRG2,SLC6A11_GAD1,GABRA3_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD1->-GABRA3_GABRB3_GABRQ,SLC6A11_GAD1,GABRA3_GABRB3_GABRQ,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD1->-GABRA4_GABRB2_GABRD,SLC6A11_GAD1,GABRA4_GABRB2_GABRD,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD1->-GABRA4_GABRB3_GABRD,SLC6A11_GAD1,GABRA4_GABRB3_GABRD,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD1->-GABRA4_GABRB3_GABRG2,SLC6A11_GAD1,GABRA4_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD1->-GABRA5_GABRB3_GABRG2,SLC6A11_GAD1,GABRA5_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD1->-GABRA6_GABRB3_GABRD,SLC6A11_GAD1,GABRA6_GABRB3_GABRD,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD1->-GABRA6_GABRB3_GABRG2,SLC6A11_GAD1,GABRA6_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD2->-GABBR1,SLC6A11_GAD2,GABBR1,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD2->-GABBR2,SLC6A11_GAD2,GABBR2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD2->-GABRA1_GABRB2,SLC6A11_GAD2,GABRA1_GABRB2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD2->-GABRA1_GABRB2_GABRD,SLC6A11_GAD2,GABRA1_GABRB2_GABRD,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD2->-GABRA1_GABRB2_GABRG2,SLC6A11_GAD2,GABRA1_GABRB2_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD2->-GABRA1_GABRB3,SLC6A11_GAD2,GABRA1_GABRB3,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD2->-GABRA1_GABRB3_GABRG2,SLC6A11_GAD2,GABRA1_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD2->-GABRA2_GABRB3_GABRG2,SLC6A11_GAD2,GABRA2_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD2->-GABRA3_GABRB3_GABRE,SLC6A11_GAD2,GABRA3_GABRB3_GABRE,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD2->-GABRA3_GABRB3_GABRG2,SLC6A11_GAD2,GABRA3_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD2->-GABRA3_GABRB3_GABRQ,SLC6A11_GAD2,GABRA3_GABRB3_GABRQ,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD2->-GABRA4_GABRB2_GABRD,SLC6A11_GAD2,GABRA4_GABRB2_GABRD,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD2->-GABRA4_GABRB3_GABRD,SLC6A11_GAD2,GABRA4_GABRB3_GABRD,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD2->-GABRA4_GABRB3_GABRG2,SLC6A11_GAD2,GABRA4_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD2->-GABRA5_GABRB3_GABRG2,SLC6A11_GAD2,GABRA5_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD2->-GABRA6_GABRB3_GABRD,SLC6A11_GAD2,GABRA6_GABRB3_GABRD,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A11_GAD2->-GABRA6_GABRB3_GABRG2,SLC6A11_GAD2,GABRA6_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A12_GAD1->-GABBR1,SLC6A12_GAD1,GABBR1,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A12_GAD1->-GABBR2,SLC6A12_GAD1,GABBR2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A12_GAD1->-GABRA1_GABRB2,SLC6A12_GAD1,GABRA1_GABRB2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A12_GAD1->-GABRA1_GABRB2_GABRD,SLC6A12_GAD1,GABRA1_GABRB2_GABRD,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A12_GAD1->-GABRA1_GABRB2_GABRG2,SLC6A12_GAD1,GABRA1_GABRB2_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A12_GAD1->-GABRA1_GABRB3,SLC6A12_GAD1,GABRA1_GABRB3,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A12_GAD1->-GABRA1_GABRB3_GABRG2,SLC6A12_GAD1,GABRA1_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A12_GAD1->-GABRA2_GABRB3_GABRG2,SLC6A12_GAD1,GABRA2_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A12_GAD1->-GABRA3_GABRB3_GABRE,SLC6A12_GAD1,GABRA3_GABRB3_GABRE,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A12_GAD1->-GABRA3_GABRB3_GABRG2,SLC6A12_GAD1,GABRA3_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A12_GAD1->-GABRA3_GABRB3_GABRQ,SLC6A12_GAD1,GABRA3_GABRB3_GABRQ,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A12_GAD1->-GABRA4_GABRB2_GABRD,SLC6A12_GAD1,GABRA4_GABRB2_GABRD,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A12_GAD1->-GABRA4_GABRB3_GABRD,SLC6A12_GAD1,GABRA4_GABRB3_GABRD,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A12_GAD1->-GABRA4_GABRB3_GABRG2,SLC6A12_GAD1,GABRA4_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A12_GAD1->-GABRA5_GABRB3_GABRG2,SLC6A12_GAD1,GABRA5_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A12_GAD1->-GABRA6_GABRB3_GABRD,SLC6A12_GAD1,GABRA6_GABRB3_GABRD,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A12_GAD1->-GABRA6_GABRB3_GABRG2,SLC6A12_GAD1,GABRA6_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A12_GAD2->-GABBR1,SLC6A12_GAD2,GABBR1,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A12_GAD2->-GABBR2,SLC6A12_GAD2,GABBR2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A12_GAD2->-GABRA1_GABRB2,SLC6A12_GAD2,GABRA1_GABRB2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A12_GAD2->-GABRA1_GABRB2_GABRD,SLC6A12_GAD2,GABRA1_GABRB2_GABRD,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A12_GAD2->-GABRA1_GABRB2_GABRG2,SLC6A12_GAD2,GABRA1_GABRB2_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A12_GAD2->-GABRA1_GABRB3,SLC6A12_GAD2,GABRA1_GABRB3,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A12_GAD2->-GABRA1_GABRB3_GABRG2,SLC6A12_GAD2,GABRA1_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A12_GAD2->-GABRA2_GABRB3_GABRG2,SLC6A12_GAD2,GABRA2_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A12_GAD2->-GABRA3_GABRB3_GABRE,SLC6A12_GAD2,GABRA3_GABRB3_GABRE,diffusion,Signaling by GABA,CellPhoneDB-v5
SLC6A12_GAD2->-GABRA3_GABRB3_GABRG2,SLC6A12_GAD2,GABRA3_GABRB3_GABRG2,diffusion,Signaling by GABA,CellPhoneDB-v5
